Protein.IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Fasta headers	Number of proteins	Peptides	Razor + unique peptides	Unique peptides	Peptides 1K-1	Peptides 1K-2	Peptides 1NM-1	Peptides 1NM-2	Peptides 2K-1	Peptides 2K-2	Peptides 2NM-1	Peptides 2NM-2	Peptides 3K-1	Peptides 3K-2	Peptides 3NM-1	Peptides 3NM-2	Peptides 4K-1	Peptides 4K-2	Peptides 4NM-1	Peptides 4NM-2	Razor + unique peptides 1K-1	Razor + unique peptides 1K-2	Razor + unique peptides 1NM-1	Razor + unique peptides 1NM-2	Razor + unique peptides 2K-1	Razor + unique peptides 2K-2	Razor + unique peptides 2NM-1	Razor + unique peptides 2NM-2	Razor + unique peptides 3K-1	Razor + unique peptides 3K-2	Razor + unique peptides 3NM-1	Razor + unique peptides 3NM-2	Razor + unique peptides 4K-1	Razor + unique peptides 4K-2	Razor + unique peptides 4NM-1	Razor + unique peptides 4NM-2	Unique peptides 1K-1	Unique peptides 1K-2	Unique peptides 1NM-1	Unique peptides 1NM-2	Unique peptides 2K-1	Unique peptides 2K-2	Unique peptides 2NM-1	Unique peptides 2NM-2	Unique peptides 3K-1	Unique peptides 3K-2	Unique peptides 3NM-1	Unique peptides 3NM-2	Unique peptides 4K-1	Unique peptides 4K-2	Unique peptides 4NM-1	Unique peptides 4NM-2	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Sequence length	Sequence lengths	Q-value	Score	Identification type 1K-1	Identification type 1K-2	Identification type 1NM-1	Identification type 1NM-2	Identification type 2K-1	Identification type 2K-2	Identification type 2NM-1	Identification type 2NM-2	Identification type 3K-1	Identification type 3K-2	Identification type 3NM-1	Identification type 3NM-2	Identification type 4K-1	Identification type 4K-2	Identification type 4NM-1	Identification type 4NM-2	Sequence coverage 1K-1 [%]	Sequence coverage 1K-2 [%]	Sequence coverage 1NM-1 [%]	Sequence coverage 1NM-2 [%]	Sequence coverage 2K-1 [%]	Sequence coverage 2K-2 [%]	Sequence coverage 2NM-1 [%]	Sequence coverage 2NM-2 [%]	Sequence coverage 3K-1 [%]	Sequence coverage 3K-2 [%]	Sequence coverage 3NM-1 [%]	Sequence coverage 3NM-2 [%]	Sequence coverage 4K-1 [%]	Sequence coverage 4K-2 [%]	Sequence coverage 4NM-1 [%]	Sequence coverage 4NM-2 [%]	Intensity	Intensity 1K-1	Intensity 1K-2	Intensity 1NM-1	Intensity 1NM-2	Intensity 2K-1	Intensity 2K-2	Intensity 2NM-1	Intensity 2NM-2	Intensity 3K-1	Intensity 3K-2	Intensity 3NM-1	Intensity 3NM-2	Intensity 4K-1	Intensity 4K-2	Intensity 4NM-1	Intensity 4NM-2	LFQ intensity 1K-1	LFQ intensity 1K-2	LFQ intensity 1NM-1	LFQ intensity 1NM-2	LFQ intensity 2K-1	LFQ intensity 2K-2	LFQ intensity 2NM-1	LFQ intensity 2NM-2	LFQ intensity 3K-1	LFQ intensity 3K-2	LFQ intensity 3NM-1	LFQ intensity 3NM-2	LFQ intensity 4K-1	LFQ intensity 4K-2	LFQ intensity 4NM-1	LFQ intensity 4NM-2	MS/MS Count 1K-1	MS/MS Count 1K-2	MS/MS Count 1NM-1	MS/MS Count 1NM-2	MS/MS Count 2K-1	MS/MS Count 2K-2	MS/MS Count 2NM-1	MS/MS Count 2NM-2	MS/MS Count 3K-1	MS/MS Count 3K-2	MS/MS Count 3NM-1	MS/MS Count 3NM-2	MS/MS Count 4K-1	MS/MS Count 4K-2	MS/MS Count 4NM-1	MS/MS Count 4NM-2	MS/MS Count	Only identified by site	Reverse	Potential contaminant	id	Peptide IDs	Peptide is razor	Mod. peptide IDs	Evidence IDs	MS/MS IDs	Best MS/MS	Oxidation (M) site IDs	Oxidation (M) site positions
sp|F1RAX8|COQ6_DANRE	sp|F1RAX8|COQ6_DANRE	5	5	5		1	5	5	5	2	1	2	3	4	4	3	3	4	3	3	4	2	3	4	3	2	1	2	3	4	4	3	3	4	3	3	4	2	3	4	3	2	1	2	3	4	4	3	3	4	3	3	4	2	3	4	3	22.1	22.1	22.1	52.998	484	484	0	39.713	By MS/MS	By matching	By matching	By matching	By MS/MS	By MS/MS	By matching	By matching	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By matching	By matching	By MS/MS	By matching	11.8	3.1	9.5	14.9	16.7	16.7	14.7	14.9	19	11.6	11.6	16.9	9.5	16.9	16.9	13.8	8670700	473720	76037	280130	650910	1094700	922830	855150	317030	461220	584400	394900	519330	430940	327060	526750	755660	0	0	508790	440060	986990	828290	416070	437040	470700	615120	567940	520590	726020	0	578320	690830	1	0	0	0	3	3	0	0	0	2	2	1	0	0	2	0	14				112	326;1231;2712;2858;2953	True;True;True;True;True	331;1250;2753;2902;2998	4362;4363;4364;4365;4366;4367;4368;4369;4370;4371;4372;4373;16688;16689;16690;16691;16692;16693;16694;16695;35974;35975;35976;35977;35978;35979;35980;35981;35982;35983;35984;35985;35986;35987;35988;37895;37896;37897;37898;37899;40121;40122;40123;40124;40125;40126;40127;40128	3364;3365;3366;3367;13419;13420;13421;13422;13423;27728;27729;27730;27731;29032;31997;31998	3366;13419;27730;29032;31998		
sp|F1RCR6|TRIPC_DANRE	sp|F1RCR6|TRIPC_DANRE	3	3	3		1	3	3	3	1	0	2	1	3	3	2	2	3	2	2	2	3	2	2	2	1	0	2	1	3	3	2	2	3	2	2	2	3	2	2	2	1	0	2	1	3	3	2	2	3	2	2	2	3	2	2	2	2.1	2.1	2.1	223.04	2026	2026	0	6.4226	By matching	By matching	By matching	By MS/MS	By matching	By MS/MS	By matching	By matching	By MS/MS	By matching	By matching	By matching	By matching	By matching	By matching	By matching	0.6	0	1.2	0.6	2.1	2.1	1.2	1.2	2.1	1.2	1.2	1.2	2.1	1.2	1.2	1.2	3763200	89297	0	292720	90128	256050	320260	217090	264890	416620	306210	260280	266120	323090	268090	220070	172330	0	0	0	0	0	0	0	0	0	0	0	0	324730	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	2				113	1133;1623;1834	True;True;True	1151;1648;1859	15344;15345;15346;15347;15348;15349;15350;15351;15352;15353;15354;15355;15356;22187;22188;22189;22190;22191;22192;22193;22194;22195;22196;22197;22198;22199;22200;22201;24713;24714;24715;24716	12479;12480;17629;19298	12480;17629;19298		
sp|F6P3G4|PS11A_DANRE	sp|F6P3G4|PS11A_DANRE	8	8	7		1	8	8	7	4	6	3	3	7	5	3	4	5	7	5	4	4	5	5	4	4	6	3	3	7	5	3	4	5	7	5	4	4	5	5	4	3	5	3	3	6	4	3	3	4	6	4	4	3	4	4	3	19.2	19.2	16.4	47.373	421	421	0	26.344	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By matching	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By matching	By matching	9.7	16.9	7.1	7.8	17.1	14.3	7.1	10	14.3	16.4	13.1	10.2	10.2	14	13.3	12.8	20420000	746200	1208100	721430	681210	2072500	1697700	468050	864530	1901700	2128100	1701500	753740	1405900	1641500	1385900	1042100	1021700	1143300	1395700	2029700	1459000	992380	1210300	1473800	1895800	1307700	1221000	1052600	1011300	1199600	1331400	944380	0	1	1	1	3	1	2	0	3	2	1	1	1	1	0	0	18				114	155;632;1252;1793;2484;2736;3051;3052	True;True;True;True;True;True;True;True	156;646;1271;1818;2519;2778;3097;3098	2038;2039;2040;2041;2042;2043;2044;8327;8328;8329;8330;8331;8332;8333;8334;8335;8336;8337;8338;16973;16974;16975;16976;16977;16978;16979;24221;32862;32863;32864;32865;32866;32867;32868;32869;32870;32871;32872;32873;36355;36356;36357;36358;36359;36360;36361;36362;36363;36364;41332;41333;41334;41335;41336;41337;41338;41339;41340;41341;41342;41343;41344;41345;41346;41347;41348;41349;41350;41351;41352;41353;41354;41355;41356;41357;41358;41359;41360	1486;6364;6365;6366;6367;6368;6369;6370;13642;13643;13644;13645;19001;25298;28017;32881;32882;32883;32884;32885;32886	1486;6368;13643;19001;25298;28017;32884;32885		
sp|O13146|EPHA3_DANRE	sp|O13146|EPHA3_DANRE	3	2	2		1	3	2	2	3	1	3	2	2	3	3	2	3	2	2	2	1	2	3	2	2	1	2	1	1	2	2	1	2	1	1	1	0	1	2	1	2	1	2	1	1	2	2	1	2	1	1	1	0	1	2	1	4.7	2.8	2.8	109.65	981	981	0	5.3028	By matching	By MS/MS	By MS/MS	By matching	By matching	By matching	By matching	By matching	By matching	By matching	By MS/MS	By matching	By matching	By matching	By MS/MS	By matching	4.7	1.4	4.7	3.3	3.3	4.7	4.7	3.4	4.7	3.3	3.3	3.4	1.9	3.3	4.7	3.4	2507900	185770	134080	257030	136250	92573	204480	263580	175890	217230	130390	83476	115110	0	124100	234970	152980	203170	0	237580	0	0	213730	239960	0	219220	0	0	0	0	0	254740	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	2	0	5				115	303;2720;2753	False;True;True	308;2761;2795	4034;4035;4036;4037;4038;4039;4040;4041;4042;4043;4044;4045;4046;4047;4048;4049;4050;4051;4052;4053;4054;4055;4056;4057;4058;36084;36085;36086;36087;36088;36089;36090;36091;36092;36093;36574;36575;36576;36577;36578;36579;36580;36581;36582;36583;36584	3134;3135;3136;3137;3138;3139;3140;3141;3142;3143;3144;3145;3146;3147;27802;27803;28129;28130;28131	3147;27803;28129		
sp|O13147|EPHB3_DANRE	sp|O13147|EPHB3_DANRE	3	3	3		1	3	3	3	0	1	1	1	1	2	1	1	2	1	1	1	1	2	2	2	0	1	1	1	1	2	1	1	2	1	1	1	1	2	2	2	0	1	1	1	1	2	1	1	2	1	1	1	1	2	2	2	7.2	7.2	7.2	55.91	500	500	0	8.4407	By matching	By MS/MS	By MS/MS	By matching	By MS/MS	By matching	By matching	By MS/MS	By matching	By matching	By MS/MS	By matching	By matching	By MS/MS	By MS/MS	By matching	0	3	2.2	2.2	2	4.2	2.2	2.2	4.2	2.2	2.2	2.2	2.2	4.2	4.2	4.2	3682100	0	60514	217040	63426	145440	424200	115950	227970	439780	329940	272280	221720	204560	379720	375050	204530	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	189380	0	1	0	0	1	0	0	1	0	0	1	0	0	1	1	0	6				116	815;1151;3027	True;True;True	830;1170;3073	10852;10853;10854;10855;10856;10857;10858;10859;10860;10861;10862;10863;10864;15594;41084;41085;41086;41087;41088;41089	8987;8988;8989;8990;8991;12651;32766	8990;12651;32766		
sp|O13148|EPA4A_DANRE	sp|O13148|EPA4A_DANRE	5	5	4		1	5	5	4	3	2	4	3	4	3	3	2	4	4	4	4	2	3	4	3	3	2	4	3	4	3	3	2	4	4	4	4	2	3	4	3	2	2	3	2	3	2	2	1	3	3	3	3	1	2	3	2	21.9	21.9	15.4	33.045	292	292	0	17.661	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By matching	13.7	8.2	17.5	13.7	17.5	13.7	13.7	10.3	17.5	17.5	17.5	17.5	10.3	14	17.5	13.7	22627000	1383000	451970	1288000	1527600	1693500	1915400	812700	1215700	1778600	1947600	1802600	1978500	404580	968030	1778300	1681100	2053800	0	1406800	2283200	1275200	809820	1542300	1313800	1182700	1206400	1531100	1493000	1394000	1747300	1560000	1593400	2	1	1	1	2	1	2	1	1	1	1	3	2	2	2	0	23				117	303;803;814;2022;2755	True;True;True;True;True	308;818;829;2054;2797	4034;4035;4036;4037;4038;4039;4040;4041;4042;4043;4044;4045;4046;4047;4048;4049;4050;4051;4052;4053;4054;4055;4056;4057;4058;10679;10680;10681;10682;10683;10684;10685;10686;10687;10688;10689;10690;10842;10843;10844;10845;10846;10847;10848;10849;10850;10851;27104;27105;27106;27107;27108;27109;27110;27111;27112;27113;27114;27115;27116;27117;36595	3134;3135;3136;3137;3138;3139;3140;3141;3142;3143;3144;3145;3146;3147;8840;8981;8982;8983;8984;8985;8986;20914;20915;20916;28139	3147;8840;8986;20915;28139		
sp|O13166|TLE2_DANRE	sp|O13166|TLE2_DANRE	2	2	2		1	2	2	2	0	0	0	0	0	1	0	0	1	1	1	2	0	1	0	0	0	0	0	0	0	1	0	0	1	1	1	2	0	1	0	0	0	0	0	0	0	1	0	0	1	1	1	2	0	1	0	0	4.7	4.7	4.7	82.459	761	761	0	5.5658	By matching	By matching	By matching	By matching	By matching	By matching	By matching	By matching	By matching	By MS/MS	By matching	By MS/MS	By matching	By matching	By matching	By matching	0	0	0	0	0	2.1	0	0	2.1	2.1	2.6	4.7	0	2.1	0	0	943980	0	0	0	0	0	170550	0	0	194570	181130	106310	127480	0	163930	0	0	0	0	0	0	0	0	0	0	0	0	0	127880	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	2				118	1205;2123	True;True	1224;2157	16363;16364;16365;16366;16367;28434;28435	13274;21964	13274;21964		
sp|O42248|GBLP_DANRE	sp|O42248|GBLP_DANRE	14	14	14		1	14	14	14	12	12	12	14	11	11	13	12	11	11	11	12	10	10	11	11	12	12	12	14	11	11	13	12	11	11	11	12	10	10	11	11	12	12	12	14	11	11	13	12	11	11	11	12	10	10	11	11	70.7	70.7	70.7	35.122	317	317	0	323.31	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	63.4	64.7	64	70.7	56.8	56.8	66.9	60.6	59.3	59.3	60.6	64.4	56.5	56.2	60.6	61.2	131200000	6704300	7908300	10700000	10402000	7792800	8150800	9959400	9440900	7713800	7199800	6096500	8184000	8132600	6986700	7403300	8426000	11729000	8039700	9275700	11800000	7787800	6471200	12226000	9503200	6695200	5587900	6953600	7494300	7192100	5550800	7343400	8705200	12	8	13	14	10	11	14	11	14	13	9	12	9	6	12	7	175				119	69;302;315;432;802;892;1078;1202;1872;1873;2539;2914;3070;3081	True;True;True;True;True;True;True;True;True;True;True;True;True;True	70;307;320;443;817;907;1095;1221;1897;1898;2577;2959;3116;3127	904;905;906;907;908;909;910;911;912;913;914;915;916;917;918;919;4020;4021;4022;4023;4024;4025;4026;4027;4028;4029;4030;4031;4032;4033;4214;4215;4216;4217;4218;4219;4220;4221;4222;4223;4224;4225;4226;4227;4228;4229;5709;5710;5711;5712;5713;5714;5715;5716;5717;5718;5719;5720;10663;10664;10665;10666;10667;10668;10669;10670;10671;10672;10673;10674;10675;10676;10677;10678;11770;11771;11772;11773;11774;11775;11776;11777;11778;11779;11780;11781;11782;11783;11784;11785;11786;11787;11788;11789;11790;11791;11792;11793;11794;14383;14384;14385;14386;14387;14388;14389;14390;14391;14392;14393;14394;14395;14396;14397;14398;14399;14400;14401;14402;14403;14404;14405;14406;16299;16300;16301;16302;16303;16304;16305;16306;16307;16308;16309;16310;16311;16312;16313;16314;16315;16316;16317;16318;16319;16320;16321;16322;16323;16324;16325;16326;16327;16328;16329;25155;25156;25157;25158;25159;25160;25161;25162;25163;33632;33633;33634;33635;33636;33637;33638;33639;33640;33641;33642;33643;33644;33645;33646;33647;33648;33649;33650;33651;33652;33653;33654;33655;33656;33657;33658;39656;39657;39658;39659;39660;39661;39662;39663;39664;39665;39666;39667;39668;39669;39670;41616;41617;41618;41619;41620;41621;41622;41623;41624;41625;41626;41627;41628;41629;41630;41631;41632;41633;41634;41635;41636;41806;41807;41808;41809;41810;41811;41812;41813;41814;41815;41816;41817;41818;41819	674;675;676;677;678;679;680;681;682;683;684;685;686;687;688;689;690;691;692;3118;3119;3120;3121;3122;3123;3124;3125;3126;3127;3128;3129;3130;3131;3132;3133;3269;3270;3271;3272;3273;3274;3275;3276;3277;3278;3279;3280;4354;4355;4356;4357;4358;4359;4360;4361;4362;4363;4364;4365;8818;8819;8820;8821;8822;8823;8824;8825;8826;8827;8828;8829;8830;8831;8832;8833;8834;8835;8836;8837;8838;8839;9651;9652;9653;9654;9655;9656;9657;9658;9659;9660;9661;9662;9663;9664;9665;9666;11762;11763;11764;11765;11766;11767;11768;11769;11770;11771;11772;11773;11774;13212;13213;13214;13215;13216;13217;13218;13219;13220;13221;13222;13223;13224;13225;13226;13227;13228;19569;19570;19571;19572;19573;19574;25840;25841;25842;25843;25844;25845;25846;25847;25848;25849;25850;25851;25852;25853;25854;25855;25856;25857;25858;25859;25860;25861;25862;25863;25864;31707;31708;31709;31710;31711;31712;31713;31714;31715;31716;31717;33095;33096;33097;33098;33099;33100;33101;33102;33103;33104;33105;33106;33283;33284;33285;33286;33287;33288;33289;33290;33291;33292;33293;33294;33295;33296;33297;33298;33299	685;3119;3279;4362;8819;9664;11770;13217;19569;19574;25847;31714;33095;33293		
sp|O42363|APOA1_DANRE	sp|O42363|APOA1_DANRE	14	14	14		1	14	14	14	13	14	10	8	12	13	10	10	12	13	10	10	14	13	11	10	13	14	10	8	12	13	10	10	12	13	10	10	14	13	11	10	13	14	10	8	12	13	10	10	12	13	10	10	14	13	11	10	58.4	58.4	58.4	30.256	262	262	0	286.64	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	58.4	58.4	46.9	38.9	53.4	58	40.8	45.8	53.8	58	46.9	46.9	58.4	54.2	43.1	43.5	171690000	15530000	13318000	7111800	6053300	12636000	13841000	9924500	9210600	13002000	17679000	6701800	6004500	11593000	10478000	8986800	9619900	12794000	10177000	10561000	9526900	11201000	10746000	10573000	12457000	12902000	13871000	8487500	7504900	12421000	10197000	9933300	9176900	8	5	6	4	7	7	4	9	10	15	10	6	11	11	8	5	126				120	4;66;130;131;134;549;1512;1750;1757;1908;2532;2572;2798;2895	True;True;True;True;True;True;True;True;True;True;True;True;True;True	4;67;131;132;135;562;1535;1775;1782;1936;2569;2610;2840;2940	66;67;68;69;70;71;72;73;74;75;76;77;78;872;873;874;875;876;877;878;879;880;881;882;1732;1733;1734;1735;1736;1737;1738;1739;1740;1741;1742;1743;1744;1745;1746;1787;1788;1789;1790;1791;1792;1793;1794;1795;1796;1797;1798;1799;1800;1801;1802;7142;7143;7144;7145;7146;7147;7148;7149;7150;7151;7152;7153;7154;7155;7156;20554;20555;20556;20557;20558;20559;20560;20561;20562;20563;20564;20565;20566;20567;20568;20569;23694;23695;23696;23697;23698;23699;23700;23701;23702;23703;23704;23705;23706;23762;23763;23764;23765;23766;23767;23768;23769;23770;23771;23772;23773;23774;23775;23776;23777;23778;23779;23780;23781;25569;25570;25571;25572;25573;25574;25575;25576;25577;25578;25579;25580;25581;33497;33498;33499;33500;33501;33502;33503;33504;33505;33506;33507;33508;33509;33510;33511;33512;34083;34084;34085;34086;34087;34088;34089;34090;34091;34092;34093;34094;37065;37066;37067;37068;37069;37070;37071;37072;37073;37074;37075;37076;37077;37078;37079;37080;38423;38424;38425;38426;38427;38428;38429;38430;38431;38432;38433	17;18;19;20;21;22;23;24;652;653;654;655;656;657;658;659;660;661;1326;1327;1354;1355;1356;1357;1358;1359;1360;1361;1362;1363;5485;5486;5487;5488;5489;5490;5491;5492;5493;16229;16230;16231;16232;16233;16234;16235;16236;16237;16238;16239;16240;16241;16242;16243;18688;18689;18690;18691;18692;18693;18694;18695;18696;18697;18698;18699;18759;18760;18761;18762;18763;18764;18765;18766;18767;18768;18769;18770;18771;18772;18773;18774;18775;18776;18777;19878;19879;19880;19881;19882;19883;19884;19885;25762;25763;25764;25765;26107;26108;26109;26110;26111;26112;26113;26114;26115;26116;26117;26118;28346;28347;28348;28349;28350;28351;28352;28353;28354;28355;28356;28357;28358;28359;28360;28361;28362;28363;29382;29383;29384;29385;29386;29387;29388;29389;29390;29391;29392	20;659;1326;1327;1357;5488;16243;18690;18769;19882;25763;26110;28356;29382		
sp|O42364|APOEB_DANRE	sp|O42364|APOEB_DANRE	10	10	10		1	10	10	10	6	6	3	4	7	6	7	5	5	7	5	6	7	6	6	4	6	6	3	4	7	6	7	5	5	7	5	6	7	6	6	4	6	6	3	4	7	6	7	5	5	7	5	6	7	6	6	4	47	47	47	31.673	281	281	0	66.759	By MS/MS	By MS/MS	By matching	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By matching	By MS/MS	By MS/MS	By matching	31.7	31.7	17.4	20.6	34.5	27	35.6	27	27.8	31	27	32.4	35.9	31	32.4	23.8	22515000	1756500	1811900	707670	787910	2111800	1339500	3034800	2103400	999320	1163500	797070	964910	1072200	1018200	1467100	1378800	1625200	1636100	1219400	941140	1944800	1138900	2301000	1995800	898030	948390	1121500	950660	1248700	808210	1885000	1997900	2	2	0	1	2	3	4	2	2	2	2	1	0	2	6	0	31				121	191;469;548;794;829;1286;2081;2347;2413;2654	True;True;True;True;True;True;True;True;True;True	195;481;561;809;844;1305;2114;2382;2448;2695	2588;2589;2590;2591;2592;2593;2594;2595;2596;2597;2598;2599;2600;2601;2602;2603;6112;6113;6114;7140;7141;10441;10442;10443;10444;10445;10446;10447;10448;10449;10450;10451;10452;10453;10454;10455;10986;10987;10988;10989;10990;10991;10992;10993;10994;10995;10996;10997;10998;10999;11000;11001;11002;11003;11004;11005;11006;17431;17432;17433;17434;17435;17436;17437;17438;17439;27863;27864;27865;27866;27867;27868;27869;27870;27871;31051;31052;31810;31811;31812;31813;31814;31815;31816;31817;31818;35189;35190;35191;35192;35193;35194;35195;35196;35197;35198;35199;35200	1937;1938;1939;1940;1941;1942;1943;4728;5483;5484;8037;8038;8039;8040;8041;8042;9083;9084;9085;9086;9087;9088;9089;13978;21440;21441;21442;23799;24392;27144;27145	1938;4728;5483;8040;9089;13978;21441;23799;24392;27144		
sp|O57474|CXA1_DANRE	sp|O57474|CXA1_DANRE	9	9	9		1	9	9	9	8	6	8	7	9	9	7	8	9	9	8	8	8	8	9	8	8	6	8	7	9	9	7	8	9	9	8	8	8	8	9	8	8	6	8	7	9	9	7	8	9	9	8	8	8	8	9	8	38.6	38.6	38.6	43.454	381	381	0	323.31	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	34.6	28.1	35.7	33.3	38.6	38.6	31.8	34.6	38.6	38.6	31.5	34.6	35.7	35.7	38.6	34.6	250330000	13426000	12456000	19360000	19065000	6425800	16945000	18581000	17144000	18690000	18898000	16274000	16110000	14294000	14374000	14619000	13663000	11581000	14591000	17807000	16735000	12231000	15250000	13195000	13574000	18170000	22591000	16060000	16274000	13657000	18579000	14586000	14079000	13	12	13	12	10	17	11	10	13	19	16	9	14	13	11	9	202				122	242;276;1244;1560;1818;2103;2170;2615;2652	True;True;True;True;True;True;True;True;True	246;280;1263;1583;1843;2137;2204;2654;2693	3134;3135;3136;3137;3138;3139;3140;3141;3142;3143;3144;3145;3146;3147;3148;3149;3150;3151;3152;3153;3154;3155;3156;3157;3158;3159;3160;3161;3162;3163;3164;3165;3166;3167;3168;3169;3170;3171;3172;3173;3174;3175;3176;3177;3178;3179;3657;3658;3659;3660;3661;3662;3663;3664;3665;3666;3667;3668;3669;3670;3671;3672;3673;3674;3675;3676;3677;3678;3679;3680;3681;3682;3683;3684;3685;3686;16853;16854;16855;16856;16857;16858;16859;16860;16861;16862;16863;16864;16865;16866;16867;21170;21171;21172;21173;21174;21175;21176;21177;21178;21179;21180;21181;21182;21183;21184;21185;21186;21187;21188;21189;21190;21191;21192;21193;21194;21195;24506;24507;24508;24509;24510;24511;24512;24513;24514;24515;24516;24517;24518;24519;24520;24521;24522;24523;24524;24525;24526;24527;24528;24529;24530;24531;24532;24533;24534;24535;24536;24537;28156;28157;28158;28159;28160;28161;28162;28163;28164;28165;28166;28167;28168;28169;28170;28171;28172;28173;28174;28175;28176;28177;28178;28179;28180;28181;28182;28183;28184;28185;28186;28187;28913;28914;28915;28916;28917;28918;28919;28920;28921;28922;28923;28924;34656;34657;34658;34659;34660;34661;34662;34663;34664;34665;34666;34667;34668;34669;35172;35173;35174;35175;35176;35177;35178;35179;35180;35181	2330;2331;2332;2333;2334;2335;2336;2337;2338;2339;2340;2341;2342;2343;2344;2345;2346;2347;2348;2349;2350;2351;2352;2353;2354;2355;2356;2357;2358;2359;2360;2361;2362;2363;2364;2365;2366;2367;2368;2369;2370;2371;2372;2373;2374;2375;2376;2377;2378;2379;2380;2381;2382;2383;2384;2385;2386;2387;2388;2389;2390;2391;2392;2393;2394;2395;2829;2830;2831;2832;2833;2834;2835;2836;2837;2838;2839;2840;2841;2842;2843;2844;2845;2846;2847;2848;2849;2850;2851;2852;2853;2854;2855;2856;2857;2858;2859;2860;2861;2862;2863;2864;2865;2866;2867;2868;2869;2870;2871;2872;2873;2874;2875;13524;13525;13526;13527;13528;13529;13530;16793;16794;16795;16796;16797;16798;16799;16800;16801;19146;19147;19148;19149;19150;19151;19152;19153;19154;19155;19156;19157;19158;19159;19160;19161;19162;19163;19164;19165;21699;21700;21701;21702;21703;21704;21705;21706;21707;21708;21709;21710;21711;21712;21713;21714;21715;21716;21717;21718;21719;21720;21721;21722;21723;21724;21725;21726;21727;21728;21729;21730;21731;21732;21733;21734;21735;21736;21737;21738;21739;21740;21741;21742;22278;22279;22280;22281;22282;22283;22284;22285;22286;22287;22288;22289;22290;22291;22292;22293;22294;22295;22296;22297;22298;22299;22300;26638;27140;27141;27142	2340;2833;13527;16796;19165;21706;22283;26638;27142		
